__id__,AX1,AY1,AZ1,GX1,GY1,GZ1,labels
2:03:13,0.1,7.23,6.89,-0.08,0.05,-0.02,
2:03:14,-0.44,6.95,7.27,-0.09,0.09,0,
2:03:15,-0.46,6.88,7.35,-0.06,0.05,-0.03,
2:03:16,-0.33,6.98,7.14,-0.09,0.03,-0.02,
2:03:17,-0.39,6.95,7.2,-0.07,0,-0.03,
2:03:18,-0.42,6.89,7.3,-0.1,0.03,-0.06,
2:03:19,-0.38,7.08,7.08,-0.11,0.11,0.04,
2:03:20,-0.48,6.96,7.14,-0.11,0.03,-0.02,
2:03:21,-0.54,7.04,6.99,-0.07,0.04,-0.02,
2:03:22,-0.56,6.92,7.28,-0.07,0.02,-0.01,
2:03:23,-0.38,6.9,7.34,-0.05,0.04,0.01,
2:03:24,0.08,6.97,7.11,-0.06,0.06,0,
2:03:25,-0.27,6.79,7.2,0.08,-0.01,-0.05,
2:03:26,-0.04,7.18,7.07,-0.11,0.05,0,
2:03:27,-0.28,7.14,7,-0.07,0.03,-0.03,
2:03:28,-0.4,7.24,7,-0.06,0.04,0,
2:03:29,-0.5,7.19,7.05,-0.1,0.07,0,
2:03:30,-0.5,7.12,6.94,-0.05,0,-0.02,
2:03:31,-0.17,6.88,6.98,-0.07,0.09,0.02,
2:03:32,-0.45,7.19,6.97,-0.07,0,-0.03,
2:03:33,-0.34,7.36,6.83,-0.07,-0.11,-0.07,
2:03:34,-0.46,6.97,7,-0.06,0.07,0,
2:03:35,-0.55,7.03,7.13,-0.07,0.01,-0.03,
2:03:36,-0.4,7.16,7,-0.09,0.03,-0.06,
2:03:37,-0.5,7.18,6.98,-0.1,0.05,-0.04,
2:03:38,-0.41,7.02,7.08,-0.07,0.02,-0.04,
2:03:39,-0.72,7.03,7.04,-0.16,0.08,0.06,
2:03:40,-0.4,7.02,7.23,-0.08,0.05,-0.04,
2:03:41,-0.41,7.02,7.02,-0.09,0.04,-0.03,
2:03:42,-0.55,7.12,6.98,-0.09,0.04,0.01,
2:03:43,-0.21,7.56,7.04,-0.06,-0.03,-0.02,
2:03:44,-0.63,6.99,7.01,-0.11,0.04,0,
2:03:45,-0.3,7.21,6.89,-0.06,0.02,-0.01,
2:03:46,-0.63,6.91,7.11,-0.08,0.05,-0.02,
2:03:47,-0.35,7.11,7.04,-0.1,0.1,0.04,
2:03:48,-0.55,6.92,7.02,-0.04,-0.01,-0.06,
2:03:49,-0.1,7.01,6.96,-0.07,0.02,-0.02,
2:03:50,-0.78,6.99,7.17,-0.09,0,-0.03,
2:03:51,-0.41,6.99,7.18,-0.05,-0.12,-0.11,
2:03:52,-0.64,7.22,7.17,-0.01,-0.06,0,
2:03:53,-0.29,6.96,7.17,-0.09,0,-0.03,
2:03:54,-0.23,6.9,7.15,-0.09,0.14,0.01,
2:03:55,-0.47,6.91,7.11,-0.09,0.06,-0.01,
2:03:56,-0.42,7.05,7.04,-0.08,0.03,-0.03,
2:03:57,-0.2,7.07,7.03,-0.08,0.06,-0.02,
2:03:58,-0.74,6.86,7.17,-0.09,0.09,-0.03,
2:03:59,0.27,7.13,7.18,-0.09,0.04,-0.03,
2:04:00,-0.37,6.98,7.22,-0.08,0.02,-0.02,
2:04:01,-0.47,6.87,7.21,-0.02,-0.04,-0.07,
2:04:02,-0.61,6.67,7.41,-0.11,-0.01,0.02,
2:04:03,-0.37,6.87,7.21,-0.06,0.01,-0.03,
2:04:04,-0.37,6.94,7.21,-0.07,0.04,0,
2:04:05,-0.58,6.9,7.32,-0.08,0.06,-0.02,
2:04:06,-0.44,6.84,7.35,-0.06,-0.02,-0.05,
2:04:07,-0.34,6.83,7.32,-0.08,0.09,-0.01,
2:04:08,-0.29,6.84,7.32,-0.06,0.01,-0.07,
2:04:09,-0.44,6.91,7.18,-0.08,-0.02,-0.03,
2:04:10,-0.2,6.87,7.21,-0.08,0.03,-0.02,
2:04:11,-0.41,6.91,7.28,-0.1,0.02,-0.01,
2:04:12,-0.21,7,7.06,-0.02,-0.01,-0.04,
2:04:13,-0.4,6.94,7.23,-0.13,0.11,0.05,
2:04:14,-0.33,6.91,7.29,-0.01,-0.07,-0.08,
2:04:15,-0.25,6.96,7.2,-0.09,0.04,-0.01,
2:04:16,-0.34,6.89,7.25,-0.07,0.07,-0.01,
2:04:17,-0.58,6.82,7.33,-0.04,-0.02,-0.04,
2:04:18,0.28,6.98,7.19,-0.09,0.03,0,
2:04:19,-0.17,6.83,7.23,-0.1,0.06,-0.03,
2:04:20,-0.31,6.87,7.21,-0.05,-0.02,-0.08,
2:04:21,-0.17,6.85,7.34,-0.08,0.02,-0.02,
2:04:22,-0.34,6.78,7.3,-0.05,0.12,-0.03,
2:04:23,-0.97,6.78,7.03,-0.02,0.01,0,
2:04:24,-0.75,7.18,6.95,-0.07,0.05,0,
2:04:25,-0.55,6.93,7.27,-0.05,-0.01,-0.03,
2:04:26,-0.37,6.89,7.18,-0.05,-0.01,-0.03,
2:04:27,-0.19,7.09,7.04,-0.08,0.07,-0.01,
2:04:28,-0.6,7.02,7.18,-0.11,0.02,-0.04,
2:04:29,-0.92,6.71,7.24,-0.08,-0.01,-0.05,
2:04:30,-0.98,6.87,7.23,-0.14,0.07,-0.02,
2:04:31,-0.94,6.89,7.08,-0.07,0.03,-0.01,
2:04:32,-1.03,6.85,7.24,-0.07,0.01,-0.02,
2:04:33,-0.77,6.97,6.93,-0.01,0.06,0.06,
2:04:34,-0.86,7.13,6.98,-0.03,0.03,-0.01,
2:04:35,-0.68,6.97,7.23,-0.12,0.07,0,
2:04:36,-0.32,6.96,7.06,-0.07,0.06,-0.01,
2:04:37,-0.55,7,7.07,0,-0.01,-0.06,
2:04:38,-0.7,6.89,7.26,-0.12,0.05,-0.01,
2:04:39,-0.68,6.82,7.43,-0.12,0.11,-0.01,
2:04:40,-0.51,7.03,7.07,0,0.02,-0.04,
2:04:41,-0.87,7.26,6.76,-0.16,0.08,-0.05,
2:04:42,-0.76,7.11,6.98,-0.12,0.05,-0.02,
2:04:43,-0.83,6.97,7.17,-0.09,0.04,-0.03,
2:04:44,-0.74,6.98,7.03,-0.1,0.05,0.01,
2:04:45,-0.81,6.93,7.16,-0.06,0,-0.02,
2:04:46,-0.59,7,7.08,-0.13,0.06,-0.03,
2:04:47,-0.65,7,7.21,-0.1,0.05,0.04,
2:04:48,-0.46,7.06,7.09,-0.03,-0.04,-0.02,
2:04:49,-0.44,7.18,6.95,-0.03,0,-0.02,
2:04:50,-0.65,7.09,7.03,-0.07,0.03,-0.01,
2:04:51,-0.82,7.07,7.06,-0.08,0.06,-0.03,
2:04:52,-0.42,7.13,6.99,-0.11,-0.07,-0.04,
2:04:53,-0.56,7.13,6.96,-0.09,0.04,-0.04,
2:04:54,-0.73,7.08,7.03,-0.09,0.04,-0.06,
2:04:55,-0.68,7.28,7.01,-0.02,-0.04,-0.04,
2:04:56,-0.62,7.18,6.82,-0.11,0.18,0,
2:04:57,-0.65,7.19,7.05,-0.01,-0.03,-0.06,
2:04:58,-1.17,7.07,6.87,-0.12,0.03,-0.07,
2:04:59,-0.7,7.22,6.96,-0.09,0.06,-0.03,
2:05:00,-0.63,7.27,6.8,-0.12,0.06,-0.01,
2:05:01,-1.13,7.19,6.93,0,0.04,-0.01,
2:05:02,-0.65,7.16,6.91,-0.06,0.01,-0.01,
2:05:03,-0.74,7.05,7.06,-0.08,0.02,-0.02,
2:05:04,-0.79,7.09,6.93,-0.02,-0.02,-0.04,
2:05:05,-0.71,7.15,7.01,-0.09,0.03,-0.02,
2:05:06,-0.88,7.15,6.75,-0.08,0.02,-0.01,
2:05:07,-0.78,7.31,6.73,-0.1,0.08,0,
2:05:08,-1,7.06,6.89,-0.04,-0.01,-0.03,
2:05:09,-0.88,7.19,6.83,-0.09,0.05,-0.04,
2:05:10,-1.01,7.32,6.72,-0.13,0.06,-0.01,
2:05:11,-0.78,7.15,6.9,-0.08,0.03,-0.02,
2:05:12,-0.75,7.2,6.79,-0.1,0.02,-0.02,
2:05:13,-0.83,7.31,6.92,-0.1,0.01,-0.01,
2:05:14,-0.68,7.27,6.9,-0.06,0,0.01,
2:05:15,-0.76,7.22,7.01,-0.05,0.02,-0.04,
2:05:16,-0.4,7,7.18,-0.18,0.05,-0.01,
2:05:17,-0.83,6.98,7.15,-0.07,0.03,-0.04,
2:05:18,-0.85,7.11,6.95,-0.07,0.03,-0.04,
2:05:19,-0.92,7.06,6.94,-0.08,0.08,-0.03,
2:05:20,-0.83,7.15,6.9,-0.04,0,-0.05,
2:05:21,-0.85,7.25,6.92,-0.09,0.07,-0.03,
2:05:22,-1.03,7.29,6.71,-0.04,0.01,-0.02,
2:05:23,-0.82,7.26,6.77,-0.06,0.01,-0.01,
2:05:24,-1.16,7.03,6.83,-0.05,0.14,-0.02,
2:05:25,-1.2,7.18,6.91,-0.07,0.04,-0.02,
2:05:26,-0.88,7.21,6.9,-0.08,0.05,0,
2:05:27,-0.83,7.35,6.73,-0.06,0.02,-0.01,
2:05:28,-0.98,7.13,6.85,-0.07,0.12,0.01,
2:05:29,-0.67,7.23,6.87,-0.12,0.02,-0.01,
2:05:30,-0.58,7.07,6.98,-0.07,0.01,-0.03,
2:05:31,-0.64,7.21,7.07,-0.01,0.13,-0.01,
2:05:32,-0.62,7.3,6.75,-0.13,0.04,0.01,
2:05:33,-0.65,7.15,6.83,-0.09,0.12,-0.01,
2:05:34,-0.92,7.25,6.9,-0.08,0.04,-0.04,
2:05:35,-0.75,7.1,6.96,-0.13,0.09,-0.01,
2:05:36,-0.81,7.12,6.99,-0.08,0.02,-0.04,
2:05:37,-0.86,7.22,6.85,-0.11,0.04,-0.02,
2:05:38,-0.95,7.09,6.94,-0.04,0.01,-0.04,
2:05:39,-0.85,7.11,7.04,-0.08,0.03,-0.03,
2:05:40,-0.62,7.14,6.93,-0.09,0.04,0,
2:05:41,-0.75,7.2,6.85,-0.02,-0.02,-0.03,
2:05:42,-0.6,7.37,6.73,-0.06,0.02,-0.02,
2:05:43,-0.72,7.18,6.95,-0.09,0.03,-0.03,
2:05:44,-0.62,7.18,6.87,-0.08,0.01,-0.02,
2:05:45,-0.64,7.23,6.88,-0.11,0.04,0.02,
2:05:46,-0.84,7.27,6.89,-0.06,0.01,-0.02,
2:05:47,-0.77,7.06,6.96,-0.1,0.04,-0.02,
2:05:48,-0.69,7.16,6.98,-0.15,0,-0.02,
2:05:49,-0.53,7.04,7.33,-0.09,0.04,0,
2:05:50,-0.4,6.98,7.31,-0.02,0.11,0.01,
2:05:51,-0.63,6.75,7.32,-0.05,-0.01,-0.05,
2:05:52,-0.54,6.83,7.26,-0.07,0.04,-0.04,
2:05:53,-0.56,6.87,7.22,-0.09,0,-0.01,
2:05:54,-0.71,7,7.22,-0.06,0.01,-0.02,
2:05:55,-0.81,6.81,7.21,0,-0.02,-0.08,
2:05:56,-0.41,6.87,7.27,-0.02,0.02,0,
2:05:57,-0.29,7.02,7.1,-0.07,0.01,-0.04,
2:05:58,-0.63,7.11,6.98,-0.08,0.05,-0.02,
2:05:59,-0.6,7.03,7.05,-0.1,0.03,-0.03,
2:06:00,-0.61,7.16,7.05,-0.11,0.06,0,
2:06:01,-0.31,6.83,7.26,-0.11,0.01,-0.07,
2:06:02,-0.09,6.69,7.59,-0.1,0.02,-0.01,
2:06:03,-0.77,6.69,7.39,-0.07,0.06,-0.02,
2:06:04,-0.67,6.71,7.41,-0.06,0.02,-0.01,
2:06:05,-0.8,6.74,7.42,-0.04,0,-0.05,
2:06:06,-0.71,6.74,7.2,-0.08,0.09,-0.03,
2:06:07,-0.65,7.04,7.18,-0.1,0.04,-0.01,
2:06:08,-0.58,6.84,7.28,-0.07,0.02,-0.02,
2:06:09,-0.68,6.84,7.32,-0.14,0.06,0.01,
2:06:10,-0.3,6.82,7.27,-0.03,-0.04,-0.02,
2:06:11,-0.55,6.71,7.24,-0.09,0.06,-0.02,
2:06:12,-0.68,6.87,7.27,-0.04,-0.03,-0.02,
2:06:13,-0.62,6.82,7.27,-0.09,0.05,-0.04,
2:06:14,-0.57,6.9,7.23,-0.09,0.02,-0.03,
2:06:15,-0.43,6.96,7.19,-0.07,0.02,-0.02,
2:06:16,-0.89,6.91,7.19,-0.06,0.08,0,
2:06:17,-0.64,6.88,7.21,-0.1,0.05,-0.03,
2:06:18,-0.64,6.94,7.16,-0.11,0.09,0.01,
2:06:19,-0.47,6.9,7.25,-0.07,-0.01,-0.05,
2:06:20,-0.49,7.01,7.08,-0.09,0.03,-0.01,
2:06:21,-0.46,6.75,7.3,-0.1,0.06,-0.01,
2:06:22,-0.68,6.77,7.19,-0.1,0.04,-0.03,
2:06:23,-0.56,6.91,7.18,-0.03,-0.04,-0.03,
2:06:24,-0.49,7.01,7.26,-0.08,0.04,-0.03,
2:06:25,-0.43,6.92,7.28,-0.11,0.03,-0.03,
2:06:26,-0.45,7.02,7.17,-0.1,0.08,-0.01,
2:06:27,-0.58,7,7.28,-0.1,0.01,0,
2:06:28,-0.62,7.04,7.18,-0.04,-0.05,-0.06,
2:06:29,-0.86,6.89,7.25,-0.04,0.03,-0.02,
2:06:30,-0.56,6.88,7.19,-0.06,0.01,-0.04,
2:06:31,-0.7,6.95,7.17,-0.11,0.11,0.02,
2:06:32,-0.51,7.05,7.22,-0.12,0.09,0.01,
2:06:33,-0.67,6.82,7.27,-0.04,-0.01,-0.04,
2:06:34,-0.59,6.86,7.35,-0.08,0.02,0,
2:06:35,-0.58,6.81,7.3,-0.08,0,-0.02,
2:06:36,-0.51,6.5,7.61,-0.09,0.05,0.02,
2:06:37,-0.43,6.71,7.53,-0.1,0.01,-0.04,
2:06:38,-0.68,6.55,7.5,-0.09,0.02,-0.03,
2:06:39,-0.65,6.69,7.41,-0.08,0.01,-0.01,
2:06:40,-0.57,6.92,7.29,-0.11,0.06,0.01,
2:06:41,-0.69,6.77,7.3,-0.08,0.1,0.01,
2:06:42,-1.09,6.9,7.23,-0.04,0.04,0.01,
2:06:43,-1.12,7.02,7,-0.1,0.14,-0.08,
2:06:44,-1.04,6.74,7.23,-0.06,0,-0.08,
2:06:45,-1.02,7.27,7.05,-0.03,-0.05,0.02,
2:06:46,-0.64,7.3,6.8,0.02,0.17,0.04,
2:06:47,-0.54,7.34,6.75,-0.12,0.06,0.01,
2:06:48,-0.54,7.01,7.12,-0.1,0.09,-0.02,
2:06:49,-0.77,7.06,7.35,-0.04,0.02,-0.06,
2:06:50,-0.53,7.01,7.14,-0.04,0.04,-0.02,
2:06:51,-0.6,7,7.18,-0.06,0.03,-0.02,
2:06:52,-0.41,7.11,7.13,-0.06,0.06,-0.03,
2:06:53,-0.42,7.18,7.02,-0.14,0.08,-0.03,
2:06:54,-0.4,6.98,7.2,-0.09,0.06,-0.04,
2:06:55,-0.47,6.83,7.33,-0.14,0.1,0.04,
2:06:56,-0.35,7.01,7.11,-0.06,0.05,-0.06,
2:06:57,-0.45,6.93,7.14,-0.14,0.15,0.07,
2:06:58,-0.53,6.96,7.26,-0.01,0.02,-0.04,
2:06:59,-0.71,6.9,7.15,-0.12,0.09,0.04,
2:07:00,-0.56,6.96,7.22,-0.1,0.05,0,
2:07:01,-0.58,6.61,7.43,-0.21,0.13,0,
2:07:02,-0.86,6.51,7.58,-0.07,0.06,0.01,
2:07:03,-0.68,6.72,7.44,-0.05,-0.01,-0.03,
2:07:04,-0.76,6.79,7.33,-0.08,0.03,0,
2:07:05,-0.67,6.8,7.38,-0.07,-0.02,-0.04,
2:07:06,-0.68,6.79,7.19,-0.08,0.04,-0.06,
2:07:07,-0.55,6.56,7.63,-0.21,0.07,0.09,
2:07:08,-0.61,6.66,7.26,-0.17,0.11,0.18,
2:07:09,-0.34,7.15,7.23,-0.12,-0.18,0.02,
2:07:10,-0.3,6.92,7.08,-0.11,0.05,-0.01,
2:07:11,-0.26,7.51,7.84,-0.32,0,-0.02,
2:07:12,0.11,7.44,7.21,-0.1,0.17,0.03,
2:07:13,-0.46,7.02,7.24,-0.1,0.1,-0.02,
2:07:14,-0.27,6.91,7.06,-0.04,0.02,-0.03,
2:07:15,-0.24,6.96,7.15,-0.1,0.09,0.03,
2:07:16,0.24,8.58,9.1,0.3,0.24,0.19,
2:07:17,-1.44,7.31,6.75,0.03,0.15,0.04,
2:07:18,-1.83,7.11,7.03,-0.2,0.14,-0.03,
2:07:19,-1.91,6.97,6.92,0.03,0.03,-0.09,
2:07:20,-1.41,6.69,7.08,-0.18,0,-0.07,
2:07:21,-1.35,6.62,7.2,0.05,0.01,-0.03,
2:07:22,-1.55,6.61,7.28,-0.01,-0.02,-0.04,
2:07:23,-0.89,6.93,7.07,-0.09,0.05,-0.02,
2:07:24,-1.13,6.75,7.35,-0.12,0.05,-0.01,
2:07:25,-1.32,6.79,7.18,-0.05,0.05,-0.02,
2:07:26,-1.01,6.83,7.18,-0.1,0.04,-0.02,
2:07:27,-0.72,6.6,7.37,-0.15,-0.06,0.01,
2:07:28,-0.48,6.1,7.01,-0.1,0.07,0.12,
2:07:29,-0.69,7.24,7.01,-0.09,0.1,0,
2:07:30,-1.2,7.04,6.99,-0.15,0.06,0.02,
2:07:31,-0.99,7,7.09,-0.03,0.03,-0.03,
2:07:32,-0.97,7.02,7.09,-0.07,0.02,-0.03,
2:07:33,-1.01,6.9,7.15,-0.08,0.05,-0.02,
2:07:34,-1.11,7.21,6.9,-0.13,0.06,0,
2:07:35,-0.91,6.89,7.14,-0.09,0.03,-0.02,
2:07:36,-0.95,7.06,6.95,-0.09,0.06,0.01,
2:07:37,-1.07,7.04,6.96,-0.08,0.01,-0.03,
2:07:38,-1.12,6.92,7.12,-0.07,0.02,-0.02,
2:07:39,-1.06,6.97,7.09,-0.1,0.03,-0.04,
2:07:40,-1.26,7.05,7.17,-0.1,0.01,-0.11,
2:07:41,-1.48,6.88,7.08,0,0.08,0.03,
2:07:42,-1.18,6.96,6.51,0.02,-0.05,-0.05,
2:07:43,-1.21,6.51,7.47,-0.05,0.08,0,
2:07:44,-1.3,6.22,7.64,-0.07,0.05,-0.01,
2:07:45,-1.31,6.03,7.96,0.02,0.08,0.03,
2:07:46,-0.9,6.23,7.74,-0.06,0.03,-0.03,
2:07:47,-0.97,6.35,7.7,-0.06,0.01,-0.05,
2:07:48,-0.94,6.46,7.71,-0.13,0.1,0.02,
2:07:49,-0.83,6.55,7.56,-0.07,0.07,0,
2:07:50,-1.24,6.46,7.55,-0.03,-0.01,-0.06,
2:07:51,-0.88,6.48,7.53,-0.09,0.02,-0.04,
2:07:52,-0.89,6.45,7.68,-0.07,0,-0.02,
2:07:53,-0.9,6.47,7.63,-0.11,0.07,0.01,
2:07:54,-0.86,6.64,7.47,0.04,0.02,-0.02,
2:07:55,-0.83,6.51,7.55,-0.12,0.05,-0.03,
2:07:56,-0.58,6.57,7.55,-0.05,0.03,-0.03,
2:07:57,-1.13,6.72,7.51,-0.09,0.11,-0.01,
2:07:58,-1.1,6.69,7.53,-0.07,0.01,-0.01,
2:07:59,-1.12,6.69,7.39,-0.05,0.05,-0.04,
2:08:00,-0.98,6.67,7.39,-0.09,0.04,-0.02,
2:08:01,-1.01,6.53,7.43,-0.07,0.05,-0.03,
2:08:02,-0.91,6.55,7.53,-0.1,0.06,-0.03,
2:08:03,-0.82,6.51,7.45,-0.12,0.09,0,
2:08:04,-1.05,6.58,7.47,-0.07,0.05,-0.04,
2:08:05,-1.07,6.73,7.32,-0.09,0.05,-0.01,
2:08:06,-0.95,6.74,7.36,-0.1,0.06,-0.02,
2:08:07,-1.02,6.67,7.34,-0.12,0.07,0.02,
2:08:08,-0.79,6.55,7.53,-0.14,0.21,0.08,
2:08:09,-0.48,6.33,7.81,-0.05,-0.02,-0.02,
2:08:10,-0.24,6.34,7.7,-0.1,0.04,-0.03,
2:08:11,-0.32,6.38,7.72,-0.11,0.02,-0.05,
2:08:12,-0.29,6.27,7.81,-0.09,0.06,-0.05,
2:08:13,-0.43,6.33,7.75,-0.07,0.08,-0.01,
2:08:14,-0.57,6.42,7.7,-0.08,0.09,-0.01,
2:08:15,-0.78,6.53,7.65,-0.08,0.04,-0.04,
2:08:16,-1.02,6.44,7.65,-0.08,0.05,-0.03,
2:08:17,-0.65,6.32,7.73,-0.13,0.1,0.05,
2:08:18,-0.55,6.47,7.6,-0.06,-0.03,-0.03,
2:08:19,-0.83,6.27,7.79,-0.03,0,-0.05,
2:08:20,-0.71,6.33,7.58,-0.06,0,-0.05,
2:08:21,-0.58,6.41,7.6,-0.06,0,-0.03,
2:08:22,-0.64,6.48,7.58,-0.07,0.01,0,
2:08:23,-0.28,6.54,7.55,0,-0.06,-0.04,
2:08:24,-0.35,6.57,7.57,-0.08,0.09,-0.02,
2:08:25,-0.51,6.42,7.69,-0.11,0.09,-0.02,
2:08:26,-0.5,6.45,7.74,-0.12,0.03,-0.03,
2:08:27,-0.57,6.62,7.56,-0.05,0.05,-0.03,
2:08:28,-0.44,6.48,7.54,-0.1,0.05,-0.04,
2:08:29,-0.69,6.35,7.78,-0.02,0.03,-0.04,
2:08:31,-0.66,6.34,7.64,-0.13,0.13,0.02,
2:08:32,-0.39,6.7,7.17,-0.07,-0.01,-0.06,
2:08:33,-0.28,6.28,7.85,-0.09,0.04,-0.01,
2:08:34,-0.37,6.03,7.93,-0.2,0.11,0.03,
2:08:35,-0.11,6.38,7.98,-0.09,0.02,0.02,
2:08:36,-0.13,6.26,7.93,-0.09,0.03,-0.02,
2:08:37,-0.18,6.39,7.51,-0.01,-0.07,-0.02,
2:08:38,0.04,6.58,7.58,-0.16,-0.04,0,
2:08:39,-0.66,6.47,7.36,-0.06,0.03,-0.05,
2:08:40,-0.77,7.02,7.24,-0.05,0.04,-0.01,
2:08:41,-0.76,6.96,7.22,-0.02,-0.01,-0.03,
2:08:42,-0.66,7.04,7.06,-0.08,0.03,-0.02,
2:08:43,-0.52,6.85,7.11,-0.09,0.06,-0.02,
2:08:44,-0.75,6.96,7.13,-0.11,0.05,0,
2:08:45,-0.75,6.86,7.2,-0.02,-0.02,-0.03,
2:08:46,-0.8,7.03,7.17,-0.08,0.03,-0.02,
2:08:47,-0.74,6.62,7.55,-0.05,0.09,-0.06,
2:08:48,-0.64,6.56,7.45,-0.06,0.03,-0.04,
2:08:49,-0.71,6.65,7.47,-0.17,0.16,0.01,
2:08:50,-0.77,6.67,7.41,-0.1,0.04,-0.02,
2:08:51,-0.5,6.85,7.22,-0.09,0.07,-0.02,
2:08:52,-0.74,6.8,7.24,-0.05,0.04,-0.04,
2:08:53,-0.91,6.7,7.44,-0.09,0.02,-0.03,
2:08:54,-0.91,6.76,7.36,-0.09,0.03,-0.04,
2:08:55,-0.94,6.67,7.28,-0.08,0.01,0,
2:08:56,-0.89,6.81,7.21,-0.12,0.05,0.03,
2:08:57,-0.59,6.98,7.15,-0.08,0.07,-0.04,
2:08:58,-0.99,6.8,7.28,-0.09,0.02,-0.01,
2:08:59,-0.99,6.81,7.24,-0.08,0.05,-0.03,
2:09:00,-0.84,6.72,7.28,-0.08,0.03,0.02,
2:09:01,-0.99,6.85,7.36,-0.08,0.08,-0.01,
2:09:02,-1.11,6.63,7.39,-0.02,0.1,-0.02,
2:09:03,-1.1,6.72,7.34,-0.03,-0.03,-0.03,
2:09:04,-0.98,6.79,7.27,-0.03,-0.01,-0.05,
2:09:05,-0.92,6.86,7.34,-0.08,0.03,-0.01,
2:09:06,-1.07,6.69,7.35,-0.12,0.08,-0.01,
2:09:07,-1.11,6.69,7.27,-0.06,0,-0.01,
2:09:08,-1.3,6.72,7.34,-0.04,-0.01,-0.03,
2:09:09,-0.96,6.66,7.37,-0.1,0.06,-0.03,
2:09:10,-0.96,6.75,7.42,-0.05,-0.01,-0.06,
2:09:11,-1.04,6.5,7.47,-0.1,0.04,-0.02,
2:09:12,-1.03,6.56,7.52,-0.08,0.05,0.01,
2:09:13,-0.89,6.77,7.33,-0.03,-0.01,-0.04,
2:09:14,-0.9,7,7.28,-0.12,0.06,-0.01,
2:09:15,-0.72,6.81,7.25,-0.09,0,-0.04,
2:09:16,-0.79,6.83,7.27,-0.03,0.03,-0.05,
2:09:17,-0.77,6.77,7.36,-0.05,0.03,-0.02,
2:09:18,-0.65,6.89,7.2,-0.06,0.05,-0.01,
2:09:19,-0.64,7.04,7.13,-0.04,0.02,-0.03,
2:09:20,-0.79,6.96,7.23,-0.08,0,-0.01,
2:09:21,-0.53,6.87,7.24,-0.08,0.05,-0.03,
2:09:22,-0.72,6.97,7.04,-0.09,0.07,-0.02,
2:09:23,-0.69,6.91,7.1,-0.13,0.05,0.01,
2:09:24,-0.83,6.96,7.31,-0.12,0.11,0.04,
2:09:25,-0.73,6.51,7.39,-0.17,-0.08,0.03,
2:09:26,0.04,6.54,7.69,-0.07,-0.02,-0.07,
2:09:27,-0.2,6.79,7.62,-0.12,0.15,-0.02,
2:09:30,-0.21,6.17,7.92,-0.16,0.18,0.05,
2:09:31,-0.41,6.21,7.97,-0.06,0.01,-0.01,
2:09:32,-0.37,6.07,7.94,-0.1,0.06,-0.05,
2:09:33,-0.53,6.1,7.97,-0.12,0.07,0,
2:09:34,-0.37,5.96,8.18,-0.06,0.03,-0.01,
2:09:35,-0.55,6.13,8.09,-0.06,0.02,0,
2:09:36,-0.31,6.06,8,-0.09,0.04,-0.05,
2:09:37,-0.14,6.09,8.07,-0.04,0.07,0,
2:09:38,-0.23,6.12,8.01,-0.1,0.05,0.01,
2:09:39,-0.66,6.14,7.83,-0.08,0.03,-0.03,
2:09:40,-0.25,6.12,7.94,-0.12,0.05,-0.03,
2:09:41,-0.36,6.06,7.89,-0.12,0.07,-0.02,
2:09:42,-0.31,6.16,7.95,-0.08,0.04,-0.01,
2:09:43,-0.36,6.13,7.86,-0.15,0.1,0.01,
2:09:44,-0.53,6.16,7.94,-0.03,0.01,-0.03,
2:09:45,-0.41,6.11,7.98,-0.07,0.02,-0.04,
2:09:46,-0.44,6.31,7.81,-0.05,0,-0.02,
2:09:47,-0.39,6.24,7.88,-0.09,0.01,-0.02,
2:09:48,-0.41,6.28,7.8,-0.05,0.01,-0.02,
2:09:49,-0.73,6.13,7.99,-0.01,-0.01,-0.05,
2:09:50,-0.31,6.4,7.78,-0.06,0,-0.01,
2:09:51,-0.57,6.05,8.02,-0.11,0.09,0.03,
2:09:52,-0.4,6.28,7.76,-0.05,-0.04,-0.03,
2:09:53,-0.4,6.28,7.91,-0.09,0.04,-0.04,
2:09:54,-0.35,6.21,7.81,-0.08,0.02,-0.04,
2:09:55,-0.35,6.4,7.82,-0.09,0.04,-0.02,
2:09:56,-0.32,6.22,7.95,-0.11,0.06,-0.01,
2:09:57,-0.18,6.28,7.8,-0.05,-0.01,0,
2:09:58,-0.39,6.12,7.95,-0.07,0.02,-0.03,
2:09:59,-0.45,6.22,7.86,-0.03,-0.03,-0.05,
2:10:00,-0.66,6,8.26,-0.05,0.03,-0.02,
2:10:01,-0.62,6,7.99,0.05,-0.14,-0.13,
2:10:02,-0.42,5.96,7.99,-0.05,-0.03,-0.06,
2:10:03,-0.19,6.05,7.66,-0.1,-0.09,-0.03,
2:10:04,-0.16,6.52,7.63,-0.07,0.08,0.01,
2:10:05,-0.17,6.34,7.73,-0.08,0.03,-0.03,
2:10:06,-0.46,6.42,7.79,-0.05,0.05,-0.02,
2:10:07,-0.25,6.29,7.81,-0.08,0.06,-0.03,
2:10:08,-0.13,6.29,7.81,-0.12,0.02,-0.01,
2:10:09,-0.44,6.4,7.81,-0.01,0.04,-0.03,
2:10:10,-0.32,6.44,7.74,-0.07,0.05,0,
2:10:11,-0.04,6.34,7.7,-0.08,0.05,-0.04,
2:10:12,-0.2,6.55,7.73,-0.05,0.04,-0.02,
2:10:13,-0.08,6.38,7.66,-0.01,0.09,-0.06,
